Instance,Run,Objective,Runtime
121,8,452,0.234292
121,9,452,0.223676
121,10,452,0.219178
122,1,354,0.227324
122,2,354,0.21083
122,3,354,0.221605
122,4,354,0.240047
122,5,354,0.22458
122,6,354,0.222673
122,7,354,0.224856
122,8,354,0.229832
122,9,354,0.228799
122,10,354,0.242717
123,1,187,0.252741
123,2,187,0.237887
123,3,187,0.243582
123,4,187,0.232612
123,5,187,0.289482
123,6,187,0.223429
123,7,187,0.23809
123,8,187,0.231462
123,9,187,0.23761
123,10,187,0.227319
124,1,404,0.25328
124,2,404,0.240132
124,3,404,0.230579
124,4,404,0.222367
124,5,404,0.240603
124,6,404,0.242464
124,7,404,0.224697
124,8,404,0.23243
124,9,404,0.22608
124,10,404,0.220344
125,1,269,0.227504
125,2,269,0.228322
125,3,269,0.226661
125,4,269,0.213732
125,5,269,0.214518
125,6,269,0.237041
125,7,269,0.239363
125,8,269,0.229828
125,9,269,0.214443
125,10,269,0.22952
126,1,306,0.219845
126,2,306,0.233512
