Folder,Instance,Mode,Run,Objective,Runtime,Iterations
200_2000,U_U_4,STANDARD,2,593970,5.000,24562
200_2000,U_U_4,STANDARD,3,601920,5.000,27755
200_2000,U_U_4,STANDARD,4,606788,5.000,24914
200_2000,U_U_4,STANDARD,5,601639,5.000,25641
200_2000,U_U_4,STANDARD,6,601981,5.000,25256
200_2000,U_U_4,STANDARD,7,597006,5.000,25174
200_2000,U_U_4,STANDARD,8,593949,5.000,25484
200_2000,U_U_4,STANDARD,9,597310,5.000,25481
200_2000,U_U_4,STANDARD,10,599635,5.000,25359
200_2000,U_U_4,SMART,1,595473,5.000,25422
200_2000,U_U_4,SMART,2,592218,5.000,25297
200_2000,U_U_4,SMART,3,595949,5.000,25490
200_2000,U_U_4,SMART,4,597033,5.000,25949
200_2000,U_U_4,SMART,5,594176,5.000,26578
200_2000,U_U_4,SMART,6,595185,5.000,26330
200_2000,U_U_4,SMART,7,595452,5.000,25242
200_2000,U_U_4,SMART,8,594733,5.000,25189
200_2000,U_U_4,SMART,9,593327,5.000,25749
200_2000,U_U_4,SMART,10,593625,5.000,27636
200_2000,U_U_5,STANDARD,1,465167,5.000,27069
200_2000,U_U_5,STANDARD,2,465167,5.000,24927
200_2000,U_U_5,STANDARD,3,463402,5.000,24138
200_2000,U_U_5,STANDARD,4,463606,5.000,24259
200_2000,U_U_5,STANDARD,5,465167,5.000,24355
200_2000,U_U_5,STANDARD,6,462739,5.000,24110
200_2000,U_U_5,STANDARD,7,464333,5.000,25350
200_2000,U_U_5,STANDARD,8,459664,5.000,26615
200_2000,U_U_5,STANDARD,9,465167,5.000,25059
200_2000,U_U_5,STANDARD,10,462162,5.000,25761
200_2000,U_U_5,SMART,1,465167,5.000,26136
200_2000,U_U_5,SMART,2,463336,5.000,25760
200_2000,U_U_5,SMART,3,465129,5.000,24551
200_2000,U_U_5,SMART,4,465167,5.000,25783
200_2000,U_U_5,SMART,5,465167,5.000,24918
200_2000,U_U_5,SMART,6,465167,5.000,25431
200_2000,U_U_5,SMART,7,465167,5.000,25587
200_2000,U_U_5,SMART,8,465167,5.000,24950
200_2000,U_U_5,SMART,9,465167,5.000,25298
200_2000,U_U_5,SMART,10,465167,5.000,27437
200_5000,N_N_1,STANDARD,1,91595736,5.000,11307
200_5000,N_N_1,STANDARD,2,94687273,5.000,11033
200_5000,N_N_1,STANDARD,3,96149995,5.000,10769
200_5000,N_N_1,STANDARD,4,97939857,5.000,12066
200_5000,N_N_1,STANDARD,5,96744717,5.005,11115
200_5000,N_N_1,STANDARD,6,94515677,5.000,11015
200_5000,N_N_1,STANDARD,7,94437233,5.000,10987
200_5000,N_N_1,STANDARD,8,95259290,5.005,10862
200_5000,N_N_1,STANDARD,9,94124082,5.000,11088
200_5000,N_N_1,STANDARD,10,95092995,5.000,11919
200_5000,N_N_1,SMART,1,93553653,5.000,11835
200_5000,N_N_1,SMART,2,88540111,5.000,11665
